@key	@role	persName	fichier
		MARQVIS DE PEGVILIN	merveilles17_i_ctb-perrault1670
		MARQVIS DE COASLIN	merveilles17_i_ctb-perrault1670
		DVC LVXEMBOVRG	merveilles17_i_ctb-perrault1670
		DVC D’ANGVIEN	merveilles17_i_ctb-perrault1670
		DVC D’ANGVIEN	merveilles17_i_ctb-perrault1670
		le Prince	merveilles17_i_ctb-perrault1670
		Roy	merveilles17_i_ctb-perrault1670
		MARQVIS DE CANAPLES	merveilles17_i_ctb-perrault1670
		COMTE DV PLESSIS	merveilles17_i_ctb-perrault1670
		MARQVIS DE GENLIS	merveilles17_i_ctb-perrault1670
		COMTE DE GVITAVT	merveilles17_i_ctb-perrault1670
		MARQVIS DE MONPESAT	merveilles17_i_ctb-perrault1670
		DVC DE NEVERS	merveilles17_i_ctb-perrault1670
		sa Majesté	merveilles17_i_ctb-perrault1670
		COMTE DE ROYE	merveilles17_i_ctb-perrault1670
		MARQVIS D’HVMIERES	merveilles17_i_ctb-perrault1670
		DVC SVLLY	merveilles17_i_ctb-perrault1670
		MARQVIS D’OVAILLY	merveilles17_i_ctb-perrault1670
		CEs Mores	merveilles17_i_ctb-perrault1670
		LEs Estafiers	merveilles17_i_ctb-perrault1670
		Les Palfreniers	merveilles17_i_ctb-perrault1670
		DVC DE GVYSE	merveilles17_i_ctb-perrault1670
		DVC DE GVYSE	merveilles17_i_ctb-perrault1670
		CHEVALIER D’HARCOURT	merveilles17_i_ctb-perrault1670
		MARQVIS DE ROCHEFORT	merveilles17_i_ctb-perrault1670
		MARQVIS DE PLVMARTIN	merveilles17_i_ctb-perrault1670
		MARQVIS DE LA CHASTRE	merveilles17_i_ctb-perrault1670
		MARQVIS DE RAGNY	merveilles17_i_ctb-perrault1670
		MARQVIS DE MIREPOIX	merveilles17_i_ctb-perrault1670
		MARQVIS DE VERVINS	merveilles17_i_ctb-perrault1670
		Maître d’Hôtel du Roy	merveilles17_i_ctb-perrault1670
		S.M	merveilles17_i_ctb-perrault1670
		MARQVIS DE BEVVRON	merveilles17_i_ctb-perrault1670
		MARQVIS DE TVRY	merveilles17_i_ctb-perrault1670
		DVC DE BRISSAC	merveilles17_i_ctb-perrault1670
		sa Majesté	merveilles17_i_ctb-perrault1670
		sieur de Vigarani	merveilles17_i_ctb-perrault1670
		Roy	merveilles17_i_ctb-perrault1670
		Mareschal de Camp general	merveilles17_i_ctb-perrault1670
		LE ROY	merveilles17_i_ctb-perrault1670
		Vivonne	merveilles17_i_ctb-perrault1670
		S. Aygnan	merveilles17_i_ctb-perrault1670
		Navailles	merveilles17_i_ctb-perrault1670
		Armagnac	merveilles17_i_ctb-perrault1670
		Du Lude	merveilles17_i_ctb-perrault1670
		Lonvigny	merveilles17_i_ctb-perrault1670
		La Feüillade	merveilles17_i_ctb-perrault1670
		LE ROY	merveilles17_i_ctb-perrault1670
		Villequier	merveilles17_i_ctb-perrault1670
		Armagnac	merveilles17_i_ctb-perrault1670
		Richelieu	merveilles17_i_ctb-perrault1670
		S. Aygnan	merveilles17_i_ctb-perrault1670
		Duras	merveilles17_i_ctb-perrault1670
		MONSIEVR	merveilles17_i_ctb-perrault1670
		Villeroy	merveilles17_i_ctb-perrault1670
		Comte du Plessys	merveilles17_i_ctb-perrault1670
		Bellefons	merveilles17_i_ctb-perrault1670
		Rohan	merveilles17_i_ctb-perrault1670
		Lislebonne	merveilles17_i_ctb-perrault1670
		Marsillac	merveilles17_i_ctb-perrault1670
		Foix	merveilles17_i_ctb-perrault1670
		Clere	merveilles17_i_ctb-perrault1670
		Vaillac	merveilles17_i_ctb-perrault1670
		Isliers	merveilles17_i_ctb-perrault1670
		Mr LE PRINCE	merveilles17_i_ctb-perrault1670
		Sery	merveilles17_i_ctb-perrault1670
		Soyecourt	merveilles17_i_ctb-perrault1670
		Sault	merveilles17_i_ctb-perrault1670
		Boüillon	merveilles17_i_ctb-perrault1670
		Charmasel	merveilles17_i_ctb-perrault1670
		Gamache	merveilles17_i_ctb-perrault1670
		Bethune	merveilles17_i_ctb-perrault1670
		Peguilin	merveilles17_i_ctb-perrault1670
		Coaslin	merveilles17_i_ctb-perrault1670
		Sery	merveilles17_i_ctb-perrault1670
		Luxembourg	merveilles17_i_ctb-perrault1670
		Mr LE DVC	merveilles17_i_ctb-perrault1670
		Canaple	merveilles17_i_ctb-perrault1670
		Cher du Plessys	merveilles17_i_ctb-perrault1670
		Ianlis	merveilles17_i_ctb-perrault1670
		Guittau	merveilles17_i_ctb-perrault1670
		Monpesat	merveilles17_i_ctb-perrault1670
		Nevers	merveilles17_i_ctb-perrault1670
		Roye	merveilles17_i_ctb-perrault1670
		Mr le Duc	merveilles17_i_ctb-perrault1670
		Humiere	merveilles17_i_ctb-perrault1670
		Süilly	merveilles17_i_ctb-perrault1670
		Oüailly	merveilles17_i_ctb-perrault1670
		Mr le D. de Guise	merveilles17_i_ctb-perrault1670
		Cher d’Harcourt	merveilles17_i_ctb-perrault1670
		Rochefort	merveilles17_i_ctb-perrault1670
		Plumartin	merveilles17_i_ctb-perrault1670
		La Chastre	merveilles17_i_ctb-perrault1670
		Ragny	merveilles17_i_ctb-perrault1670
		Mirepoix	merveilles17_i_ctb-perrault1670
		Vervin	merveilles17_i_ctb-perrault1670
		Beuvron	merveilles17_i_ctb-perrault1670
		Turry	merveilles17_i_ctb-perrault1670
		Brissac	merveilles17_i_ctb-perrault1670
		Mareschal de Camp general	merveilles17_i_ctb-perrault1670
		Duc de Guise	merveilles17_i_ctb-perrault1670
		le Duc de Guise	merveilles17_i_ctb-perrault1670
		Sa Majesté	merveilles17_i_ctb-perrault1670
		Marquis de Bellefons	merveilles17_i_ctb-perrault1670
		Monsieur	merveilles17_i_ctb-perrault1670
		la Reyne	merveilles17_i_ctb-perrault1670
		des Trompettes	merveilles17_i_ctb-perrault1670
		des Timbales	merveilles17_i_ctb-perrault1670
		LE Roy	merveilles17_i_ctb-perrault1670
		Sa Majesté	merveilles17_i_ctb-perrault1670
		les Reynes	merveilles17_i_ctb-perrault1670
		Le Roy	merveilles17_i_ctb-perrault1670
		Le Comte de Sault	merveilles17_i_ctb-perrault1670
		Prince de Condé	merveilles17_i_ctb-perrault1670
		la Reyne Mere	merveilles17_i_ctb-perrault1670
		Trompettes	merveilles17_i_ctb-perrault1670
		Timbales	merveilles17_i_ctb-perrault1670
louisxiv	commanditaire	LE ROY	merveilles17_i_dv-felibien1676
louisxiv	commanditaire	Sa MAJESTÉ	merveilles17_i_dv-felibien1676
louisxiv	commanditaire	le Roy	merveilles17_i_dv-felibien1676
louisxiv		Le ROY	merveilles17_i_dv-felibien1676
	organisation	Les Officiers	merveilles17_i_dv-felibien1676
	musicien	des violons	merveilles17_i_dv-felibien1676
	musicien	des hautbois	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
	musicien	Musiciens	merveilles17_i_dv-felibien1676
louisxiv	spectateur	Le ROY	merveilles17_i_dv-felibien1676
	musicien	les Musiciens	merveilles17_i_dv-felibien1676
	acteur	les autres Acteurs de l’Académie Royale de Musique	merveilles17_i_dv-felibien1676
philippe_quinault	auteur	sieur Quinaut	merveilles17_i_dv-felibien1676
jb_lully	auteur	sieur de Lully	merveilles17_i_dv-felibien1676
louisxiv marie_therese anne_d_autriche	convive	leurs Majestez	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
louisxiv		Le ROY	merveilles17_i_dv-felibien1676
louisxiv		Sa MAJESTÉ	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
	musicien	les violons	merveilles17_i_dv-felibien1676
	musicien	les hautbois	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
	convive	aux Dames	merveilles17_i_dv-felibien1676
louisxiv		Sa MAJESTÉ	merveilles17_i_dv-felibien1676
	musicien	des violons	merveilles17_i_dv-felibien1676
	musicien	des hautbois	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
moliere	auteur	sieur Moliére	merveilles17_i_dv-felibien1676
la_troupe	acteur	les Comédiens de la Troupe du Roy	merveilles17_i_dv-felibien1676
louisxiv marie_therese	spectateur	leurs MAJESTEZ	merveilles17_i_dv-felibien1676
moliere	auteur	son Autheur	merveilles17_i_dv-felibien1676
louisxiv	commanditaire	le ROY	merveilles17_i_dv-felibien1676
	acteur	les Acteurs	merveilles17_i_dv-felibien1676
louisxiv marie_therese	convive	leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
lully	auteur	sieur de Lully	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
vigarani	organisation	Le sieur Vigarani	merveilles17_i_dv-felibien1676
louisxiv marie_therese	convive	leurs MAJESTEZ	merveilles17_i_dv-felibien1676
	convive	les Dames	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
	musicien	les violons	merveilles17_i_dv-felibien1676
	musicien	les hautbois	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv	convive	ROY	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
	musicien	des violons	merveilles17_i_dv-felibien1676
	musicien	des hautbois	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
la_troupe	acteur	la Troupe des Comédiens du Roy	merveilles17_i_dv-felibien1676
racine	auteur	sieur Racine	merveilles17_i_dv-felibien1676
racine	auteur	cét Autheur	merveilles17_i_dv-felibien1676
louisxiv marie_therese		leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
louisxiv		ROY	merveilles17_i_dv-felibien1676
louisxiv		SA MAJESTÉ	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
charles_le_brun	organisation	le sieur le Brun	merveilles17_i_dv-felibien1676
vigarani	organisation	le sieur Vigarani	merveilles17_i_dv-felibien1676
louisxiv	commanditaire	le ROY	merveilles17_i_dv-felibien1676
louisxiv		Sa MAJESTÉ	merveilles17_i_dv-felibien1676
louisxiv marie_therese		Leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv	destinataire	le ROY	merveilles17_i_dv-felibien1676
louisxiv marie_therese	spectateur	leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv		ROY	merveilles17_i_dv-felibien1676
louisxiv marie_therese	spectateur	leurs MAJESTEZ	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
	musicien	les violons	merveilles17_i_dv-felibien1676
louisxiv		SA MAJESTÉ	merveilles17_i_dv-felibien1676
louisxiv		le ROY	merveilles17_i_dv-felibien1676
louisxiv		Sa MAJESTÉ	merveilles17_i_dv-felibien1676
andre_felibien	auteur	FELIBIEN	merveilles17_i_dv-felibien1676
mme_de_sevigne		Mme de Sévigné	merveilles17_i_ormessonmai1664
	participant	tous les courtisans	merveilles17_i_ormessonmai1664
henri_ii_de_guise		MM. De Guise	merveilles17_i_ormessonmai1664
charles_iii_lorraine_guise		d’Elbeuf	merveilles17_i_ormessonmai1664
louisxiv	commanditaire	Roy	merveilles17_i_pie-ballard1
ballard	imprimeur	ROBERT BALLARD	merveilles17_i_pie-ballard1
louisxiv		Roy	merveilles17_i_pie-ballard1
louisxiv		sa Majesté	merveilles17_i_pie-ballard1
marie_therese		la Reyne	merveilles17_i_pie-ballard1
louisxiv		sa Majesté	merveilles17_i_pie-ballard1
desbardins		Monsieur Desbardins	merveilles17_i_pie-ballard1
	musicien	Quatre Trompettes	merveilles17_i_pie-ballard1
	musicien	deux Tymballiers	merveilles17_i_pie-ballard1
saint_aignan	acteur	Duc de Saint-Aignan	merveilles17_i_pie-ballard1
saint_aignan	acteur	Duc de Saint-Aignan	merveilles17_i_pie-ballard1
	musicien	Huit Trompettes	merveilles17_i_pie-ballard1
	musicien	deux Tymballiers	merveilles17_i_pie-ballard1
louisxiv	acteur	LE ROY	merveilles17_i_pie-ballard1
louisxiv	destinataire	LE ROY	merveilles17_i_pie-ballard1
louisxiv	destinataire	LE ROY	merveilles17_i_pie-ballard1
anne_de_noailles	acteur	Duc de Noailles	merveilles17_i_pie-ballard1
anne_de_noailles	acteur	Duc de Noailles	merveilles17_i_pie-ballard1
henri_ii_de_guise	acteur	Le Duc de Guise	merveilles17_i_pie-ballard1
henri_de_lorraine	acteur	le Comte d’Armagnac	merveilles17_i_pie-ballard1
henri_ii_de_guise	acteur	Le Duc de Guise	merveilles17_i_pie-ballard1
henri_ii_de_guise	acteur	Le Duc de Guise	merveilles17_i_pie-ballard1
henri_de_lorraine	acteur	Le comte d’Armagnac	merveilles17_i_pie-ballard1
henri_de_lorraine	acteur	Le Comte d’Armagnac	merveilles17_i_pie-ballard1
henri_daillon_charles_de_foix	acteur	Les Ducs de Foix	merveilles17_i_pie-ballard1
armand_du_cambout	acteur	de Coaslin	merveilles17_i_pie-ballard1
henri_cdaillon_charles_de_foix	acteur	Le Duc de Foix	merveilles17_i_pie-ballard1
henri_daillon_charles_de_foix	acteur	le Duc de Foix	merveilles17_i_pie-ballard1
armand_du_cambout	acteur	Le Duc de Coaslin	merveilles17_i_pie-ballard1
armand_du_cambout	acteur	Le Duc de Coaslin	merveilles17_i_pie-ballard1
henri_de_daillon	acteur	Le Comte du Lude	merveilles17_i_pie-ballard1
francois_vii_de_la_rochefoucauld	acteur	le Prince de Marsillac	merveilles17_i_pie-ballard1
henri_de_daillon	acteur	Le Comte du Lude	merveilles17_i_pie-ballard1
henri_de_daillon	acteur	Le Comte du Lude	merveilles17_i_pie-ballard1
francois_vii_de_la_rochefoucauld	acteur	Le Prince de Marsillac	merveilles17_i_pie-ballard1
francois_vii_de_la_rochefoucauld	acteur	Le Prince de Marsillac	merveilles17_i_pie-ballard1
antoine_d_aumont	acteur	Les Marquis de Villequiert	merveilles17_i_pie-ballard1
cm_de_belleforiere	acteur	de Soyecourt	merveilles17_i_pie-ballard1
antoine_d_aumont	acteur	Le Marquis de Villequiert	merveilles17_i_pie-ballard1
louisxiv		Roy	merveilles17_i_pie-ballard1
antoine_d_aumont	acteur	Le Marquis de Villequiert	merveilles17_i_pie-ballard1
cm_de_belleforiere	acteur	Le Marquis de Soyecourt	merveilles17_i_pie-ballard1
louis_crevant	acteur	Les Marquis d’Humieres	merveilles17_i_pie-ballard1
jf_de_labaume	acteur	de la Valliere	merveilles17_i_pie-ballard1
louis_crevant	acteur	Le Marquis d’Humieres	merveilles17_i_pie-ballard1
louis_crevant	acteur	Le Marquis d’Humieres	merveilles17_i_pie-ballard1
jf_de_labaume	acteur	Le Marquis de la Valliere	merveilles17_i_pie-ballard1
jf_de_labaume	acteur	Le Marquis de la Valliere	merveilles17_i_pie-ballard1
hj_bourbon_conde	acteur	Monsieur le DVC	merveilles17_i_pie-ballard1
hj_bourbon_conde	acteur	Monsieur le Duc	merveilles17_i_pie-ballard1
marie_therese anne_d_autriche		les Reynes	merveilles17_i_pie-ballard1
		Reyne	merveilles17_i_pie-ballard1
la_grange	acteur	La Grange	merveilles17_i_pie-ballard1
millet	acteur	Millet	merveilles17_i_pie-ballard1
mlle_de_brie	acteur	Madlle de Brie	merveilles17_i_pie-ballard1
armande_bejart	acteur	Madlle Moliere	merveilles17_i_pie-ballard1
andre_hubert	acteur	Hubert	merveilles17_i_pie-ballard1
du_Croisy	acteur	Du Croisy	merveilles17_i_pie-ballard1
		trente-quatre concertans	merveilles17_i_pie-ballard1
marie_therese		la Reyne	merveilles17_i_pie-ballard1
louisxiv		LOVIS	merveilles17_i_pie-ballard1
therese_duparc	acteur	Madlle du Parc	merveilles17_i_pie-ballard1
gros_rene	acteur	Du Parc	merveilles17_i_pie-ballard1
la_thorilliere	acteur	La Thorilliere	merveilles17_i_pie-ballard1
louis_bejart	acteur	Bejart	merveilles17_i_pie-ballard1
armande_bejart	acteur	Madlle. Bejart	merveilles17_i_pie-ballard1
moliere	acteur	Moliere	merveilles17_i_pie-ballard1
		Monsieurs de la Marque Coquet	merveilles17_i_pie-ballard1
		Messieurs Parfait Père	merveilles17_i_pie-ballard1
		Fils	merveilles17_i_pie-ballard1
		Frere	merveilles17_i_pie-ballard1
marie_therese		Reyne	merveilles17_i_pie-ballard1
andre_hubert	acteur	Hubert	merveilles17_i_pie-ballard1
mlle_de_brie	acteur	Mesdlles de Brie	merveilles17_i_pie-ballard1
armande_bejart	acteur	Moliere	merveilles17_i_pie-ballard1
therese_duparc	acteur	du Parc	merveilles17_i_pie-ballard1
madeleine_bejart	acteur	Madlle Bejart	merveilles17_i_pie-ballard1
la_grange	acteur	La Grange	merveilles17_i_pie-ballard1
du_croisy	acteur	Du Croysy	merveilles17_i_pie-ballard1
louis_bejart	acteur	Bejart	merveilles17_i_pie-ballard1
la_thorilliere	acteur	La Thorilliere	merveilles17_i_pie-ballard1
moliere	acteur	Moliere	merveilles17_i_pie-ballard1
hilaire_dupuis	acteur	Madlle Hilaire	merveilles17_i_pie-ballard1
estival	acteur	Messieurs Estiual	merveilles17_i_pie-ballard1
louis_don	acteur	Don	merveilles17_i_pie-ballard1
francois_blondel	acteur	Blondel	merveilles17_i_pie-ballard1
moliere	acteur	Molliere	merveilles17_i_pie-ballard1
paysan	acteur	Les Sieurs Paysan	merveilles17_i_pie-ballard1
chicanneau	acteur	Chicanneau	merveilles17_i_pie-ballard1
noblet	acteur	Noblet	merveilles17_i_pie-ballard1
pesan	acteur	Pesan	merveilles17_i_pie-ballard1
bonard	acteur	Bonard	merveilles17_i_pie-ballard1
la_pierre	acteur	La Pierre	merveilles17_i_pie-ballard1
mercier	acteur	Les Sieurs Mercier	merveilles17_i_pie-ballard1
vagnard	acteur	Vagnard	merveilles17_i_pie-ballard1
paysan	acteur	Les Sieurs Paysan	merveilles17_i_pie-ballard1
chicanneau	acteur	Chicanneau	merveilles17_i_pie-ballard1
balthazar_martinot	acteur	Baltazard	merveilles17_i_pie-ballard1
Noblet	acteur	Noblet	merveilles17_i_pie-ballard1
bonard	acteur	Bonard	merveilles17_i_pie-ballard1
manceau	acteur	Mançeau	merveilles17_i_pie-ballard1
magny	acteur	Magny	merveilles17_i_pie-ballard1
la_pierre	acteur	La Pierre	merveilles17_i_pie-ballard1
		M. Estiual	merveilles17_i_pie-ballard1
		Messieurs Le Gros	merveilles17_i_pie-ballard1
		Blondel	merveilles17_i_pie-ballard1
		Madlle La Barre	merveilles17_i_pie-ballard1
		Madlle Hilaire	merveilles17_i_pie-ballard1
		Messieurs Don	merveilles17_i_pie-ballard1
		Estyual	merveilles17_i_pie-ballard1
		Les Sieurs Piesche	merveilles17_i_pie-ballard1
		Descousteaux	merveilles17_i_pie-ballard1
		Destouche	merveilles17_i_pie-ballard1
		Martin Hottere	merveilles17_i_pie-ballard1
		Louis Hottere	merveilles17_i_pie-ballard1
		Iean Hottere	merveilles17_i_pie-ballard1
		Nicolas Hottere	merveilles17_i_pie-ballard1
		le Roy	merveilles17_i_pie-ballard1
		Paisible	merveilles17_i_pie-ballard1
		Les Sieurs Marchand	merveilles17_i_pie-ballard1
		La Caisse	merveilles17_i_pie-ballard1
		Besson	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Charlot	merveilles17_i_pie-ballard1
		Alais	merveilles17_i_pie-ballard1
		Huguenet	merveilles17_i_pie-ballard1
		La Fontaine	merveilles17_i_pie-ballard1
		Les Sieurs Chicanneau	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Les Sieurs Baltasar	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Arnald	merveilles17_i_pie-ballard1
		Bonard	merveilles17_i_pie-ballard1
		Reyne Mere	merveilles17_i_pie-ballard1
		Roy	merveilles17_i_pie-ballard1
		Reyne	merveilles17_i_pie-ballard1
		Reyne	merveilles17_i_pie-ballard1
		Reyne	merveilles17_i_pie-ballard1
		Madlle du Parc	merveilles17_i_pie-ballard1
		Madlle de Brie	merveilles17_i_pie-ballard1
		Madlle Moliere	merveilles17_i_pie-ballard1
		grand nombre de Musiciens	merveilles17_i_pie-ballard1
		Les Sieurs Mançeau	merveilles17_i_pie-ballard1
		Vagnard	merveilles17_i_pie-ballard1
		Pesan	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Les deux petits Des-Airs	merveilles17_i_pie-ballard1
		Le petit Vagnard	merveilles17_i_pie-ballard1
		Le petit Tutin	merveilles17_i_pie-ballard1
		Messieurs d’Heureux	merveilles17_i_pie-ballard1
		Beauchamp	merveilles17_i_pie-ballard1
		Molier	merveilles17_i_pie-ballard1
		La Marre	merveilles17_i_pie-ballard1
		Les Sieurs Le Chantre	merveilles17_i_pie-ballard1
		De Gan	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		Messieurs de Souuille	merveilles17_i_pie-ballard1
		Raynal	merveilles17_i_pie-ballard1
		Des-Airs l’aisné	merveilles17_i_pie-ballard1
		Des-Airs le second	merveilles17_i_pie-ballard1
		De Lorge	merveilles17_i_pie-ballard1
		Balthasard	merveilles17_i_pie-ballard1
		Les Sieurs Chicanneau	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		Arnald	merveilles17_i_pie-ballard1
		Desbrosses	merveilles17_i_pie-ballard1
		Desonets	merveilles17_i_pie-ballard1
		La Pierre	merveilles17_i_pie-ballard1
		Les Sieurs S. André	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Les Sieurs Tutin	merveilles17_i_pie-ballard1
		La Brodiere	merveilles17_i_pie-ballard1
		Pesan	merveilles17_i_pie-ballard1
		Bureau	merveilles17_i_pie-ballard1
		Madlle du Parc	merveilles17_i_pie-ballard1
		De Lotge	merveilles17_i_pie-ballard1
		M. Beauchamp	merveilles17_i_pie-ballard1
		Messieurs d’Heureux	merveilles17_i_pie-ballard1
		Raynal	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Desbrosses	merveilles17_i_pie-ballard1
		Messieurs La Marre	merveilles17_i_pie-ballard1
		Le Chantre	merveilles17_i_pie-ballard1
		De Gan	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		Mr Des-Bardins	merveilles17_i_pie-ballard1
		Artagnan	merveilles17_i_pie-ballard1
		Roy	merveilles17_i_pie-ballard1
		Gonualin	merveilles17_i_pie-ballard1
		Monsieur le Duc de S. Aignan	merveilles17_i_pie-ballard1
		Ceton	merveilles17_i_pie-ballard1
		Monsieur le Duc de Noailles	merveilles17_i_pie-ballard1
		Quatre Trompettes	merveilles17_i_pie-ballard1
		deux Tymballiers	merveilles17_i_pie-ballard1
		Beaulieu	merveilles17_i_pie-ballard1
		La Marche	merveilles17_i_pie-ballard1
		Orleans	merveilles17_i_pie-ballard1
		La Fleur	merveilles17_i_pie-ballard1
		Louis Desore	merveilles17_i_pie-ballard1
		Saint-Iean	merveilles17_i_pie-ballard1
		Monsieur le Duc de S. Aignan	merveilles17_i_pie-ballard1
		Huit Trompettes	merveilles17_i_pie-ballard1
		deux Tymballiers	merveilles17_i_pie-ballard1
		Rhodes	merveilles17_i_pie-ballard1
		La Chapelle	merveilles17_i_pie-ballard1
		Du Pré	merveilles17_i_pie-ballard1
		La Salle	merveilles17_i_pie-ballard1
		Leger	merveilles17_i_pie-ballard1
		La Plaine	merveilles17_i_pie-ballard1
		Champagne	merveilles17_i_pie-ballard1
		Beaulis	merveilles17_i_pie-ballard1
		Beaupré	merveilles17_i_pie-ballard1
		Iolicoeur	merveilles17_i_pie-ballard1
		LE ROY	merveilles17_i_pie-ballard1
		Monsieur le Duc de Noailles	merveilles17_i_pie-ballard1
		Monsieur le Duc	merveilles17_i_pie-ballard1
		Monsieur le Duc de Guise	merveilles17_i_pie-ballard1
		Monsieur le Comte d’Armagnac	merveilles17_i_pie-ballard1
		Monsieur le Duc de Foix	merveilles17_i_pie-ballard1
		Monsieur le Duc de Coaslin	merveilles17_i_pie-ballard1
		Monsieur le Comte du Lude	merveilles17_i_pie-ballard1
		Monsieur le Marquis de Soyecourt	merveilles17_i_pie-ballard1
		Monsieur le Marquis de Villequiert	merveilles17_i_pie-ballard1
		Monsieur le Marquis d’Humieres	merveilles17_i_pie-ballard1
		Monsieur le Marquis de la Valliere	merveilles17_i_pie-ballard1
		La Grange	merveilles17_i_pie-ballard1
		Millet	merveilles17_i_pie-ballard1
		Madlle de Brie	merveilles17_i_pie-ballard1
		Madlle de Moliere	merveilles17_i_pie-ballard1
		Hubert	merveilles17_i_pie-ballard1
		Du Croisy	merveilles17_i_pie-ballard1
		Souuille	merveilles17_i_pie-ballard1
		Paysan	merveilles17_i_pie-ballard1
		La Marre	merveilles17_i_pie-ballard1
		Pesan	merveilles17_i_pie-ballard1
		De Lorge	merveilles17_i_pie-ballard1
		De Gan	merveilles17_i_pie-ballard1
		Magny	merveilles17_i_pie-ballard1
		Mançeau	merveilles17_i_pie-ballard1
		Ioubert	merveilles17_i_pie-ballard1
		Noblet	merveilles17_i_pie-ballard1
		Arnald	merveilles17_i_pie-ballard1
		Desonets	merveilles17_i_pie-ballard1
		Beauchamp	merveilles17_i_pie-ballard1
		D’Heureux	merveilles17_i_pie-ballard1
		Raynal	merveilles17_i_pie-ballard1
		Des-Airs l’aisné	merveilles17_i_pie-ballard1
		Chicanneau	merveilles17_i_pie-ballard1
		Le Chantre	merveilles17_i_pie-ballard1
		Des-Airs le second	merveilles17_i_pie-ballard1
		Du Pron	merveilles17_i_pie-ballard1
		Mercier	merveilles17_i_pie-ballard1
		Balthazard	merveilles17_i_pie-ballard1
		S. André	merveilles17_i_pie-ballard1
		Des-Brosses	merveilles17_i_pie-ballard1
		Blancas	merveilles17_i_pie-ballard1
		Monsieur le Duc	merveilles17_i_pie-ballard1
		D’arrac	merveilles17_i_pie-ballard1
		Monsieur de Guise	merveilles17_i_pie-ballard1
		De Forgues	merveilles17_i_pie-ballard1
		Monsieur d’Armagnac	merveilles17_i_pie-ballard1
		Mont-plaisir	merveilles17_i_pie-ballard1
		Monsieur le Duc de foix	merveilles17_i_pie-ballard1
		Maslou	merveilles17_i_pie-ballard1
		Monsieur le Duc de Coaslin	merveilles17_i_pie-ballard1
		Combrou	merveilles17_i_pie-ballard1
		Monsieur le Comte du Lude	merveilles17_i_pie-ballard1
		La Borde	merveilles17_i_pie-ballard1
		Monsieur de Marsillac	merveilles17_i_pie-ballard1
		Hericour	merveilles17_i_pie-ballard1
		Monsieur de Soyecourt	merveilles17_i_pie-ballard1
		Mespas	merveilles17_i_pie-ballard1
		Monsieur de Villequiert	merveilles17_i_pie-ballard1
		Rimberlieu	merveilles17_i_pie-ballard1
		Monsieur d’Humieres	merveilles17_i_pie-ballard1
		S. André	merveilles17_i_pie-ballard1
		Monsieur de la Valliere	merveilles17_i_pie-ballard1
		Petit	merveilles17_i_pie-ballard1
		Trouuain	merveilles17_i_pie-ballard1
		Blaise	merveilles17_i_pie-ballard1
		La Place	merveilles17_i_pie-ballard1
		Basin l’aisné	merveilles17_i_pie-ballard1
		Basin le cadet	merveilles17_i_pie-ballard1
		Iean de Flandres	merveilles17_i_pie-ballard1
		Lionnois	merveilles17_i_pie-ballard1
